I'm sad.	悲しいです。
When did you arrive in Japan?	日本にはいつお着きになりましたか。
The train is to arrive on time.	電車は時間どおりに着く予定だ。
I will come, weather permitting.	天気が許せば、私は行きます。
We had a long spell of fine weather.	長い晴天続きでした。
Are you through with your breakfast?	朝食はお済みですか？
She's getting breakfast ready.	朝食の用意をしているところです。
What does breakfast include?	朝食の内容は、どのようなものですか。
Bob cooks breakfast in the morning.	朝、ボブは朝食を作る。
I will wire you when I get there.	着いたら電報で知らせるよ。
The earth is shaped like a sphere.	地球は球の形をしている。
Tell me who discovered air.	誰が空気を発見したのか、教えて下さい。
Someone tapped me on the shoulder.	誰かが私の肩をたたいた。
Someone has stolen all my money.	誰かが私のお金を全部盗んだ。
Please send it by special delivery.	速達便でお願いします。
My son lives in a distant place.	息子は離れた所に住んでいる。
It's beautiful weather, isn't it?	全く素晴らしい天気ですね。
I had a difficult delivery last time.	先回は難産でした。
I can't sell it for love or money.	絶対にそれは売らないよ。
Snow indicates the coming of winter.	雪は冬の到来を示す。
It snowed from Monday to Friday.	雪は月曜から金曜まで降った。
It has been snowing on and off.	雪が降ったりやんだりしている。
I saw a house whose roof was red.	赤い屋根の家が見えました。
Be quiet. The kids are asleep.	静かに、子供たちが眠っています。
It is interesting to watch stars.	星をながめるのは興味深い。
The stars were twinkling in the sky.	星が空に瞬いていた。
Success depends mostly on effort.	成功はたいてい努力次第だ。
Several people lay wounded.	数人の人たちが負傷して横たわっていた。
Several people lay wounded.	数人に人たちが負傷して横たわっていた。
Water and air are both fluids.	水も空気も両方とも流動体である。
You can't mix oil with water.	水と油を混合させることはできない。
I feel the uncertainty of life.	人生の無常をしみじみと感じる。
Parents love their children.	親というものは子どもを愛するものだ。
You mustn't carry your jokes too far!	冗談も大概にしろ！
It's so heavy that I can't lift it.	重くて私にはもてない。
There is no disputing about tastes.	趣味は議論にならない。
I must get my watch repaired.	時計を修理に出さなければいけない。
Have you heard about the accident?	事故の事を聞きましたか。
Examinations pose a big problem.	試験は大きな問題を提起する。
We watch television every evening.	私達は毎晩テレビを見る。
We had our photo taken by him.	私達は彼に写真を撮ってもらった。
He is my senior by three years.	私より彼のほうが三才年上です。
I watch television in the evening.	私は夕方にテレビを見る。
I will have to study tomorrow.	私は明日勉強しなければならない。
I'd like to sleep late tomorrow.	私は明日遅くまで寝ていたい。
I will not go to school tomorrow.	私は明日学校へ行きません。
I will be free tomorrow afternoon.	私は明日の午後は暇です。
I'm leaving for Canada tomorrow.	私は明日カナダに出発します。
I will go to America tomorrow.	私は明日アメリカに行く予定です。
I bought my sister a new hat.	私は妹に新しい帽子を買ってやった。
I climbed to the top of Mt. Fuji.	私は富士山の頂上に登った。
I brushed by him while running.	私は彼のわきをかすめて走った。
I like him because he is honest.	私は彼が正直だから好きです。
He told me about the accident.	私は彼からその事故の話を聞いた。
I must get breakfast ready.	朝食の支度をしなければならないんです。
I got my son to repair the door.	私は息子にドアを修理させた。
I saw a house whose roof was red.	私は赤い屋根の家が見えた。
I'm not sure of the exact date.	私は正確な日付は覚えていない。
I blamed him for the accident.	私は事故の責任を彼のせいにした。
I will be with you tonight.	私は今夜、あなたと一緒にいるでしょう。
I am suffering from a bad cold.	私は今ひどい風邪をひいている。
I don't have any cash about me.	私は現金を持ち合わせていない。
I go to the movies once a month.	私は月に１度映画を見に行く。
I am far from blaming you.	私は決してあなたを責めているのではない。
I was surprised and became sad.	私は驚いてそして悲しくなった。
I have been to London twice.	私はロンドンに２回行ったことがある。
I arrived ahead of the others.	私はほかの人たちより先についた。
I usually go to school by bus.	私はふつうバスで学校へいきます。
I am suffering from a bad cold.	私はひどい風邪にかかっている。
I like trains better than buses.	私はバスより汽車が好きです。
I watch television twice a week.	私はテレビを週に二回見ます。
There is a television in my room.	私の部屋にはテレビがある。
My car is on its last legs.	私の車はおんぼろになってしまいました。
Both of my sisters are married.	私の姉は２人とも結婚している。
My dog goes everywhere with me.	私の犬はどこへでもついてくる。
I have no one to go to for advice.	私には相談相手がいない。
The problem is beyond my grasp.	私にはその問題が理解できない。
