Wrong.	違うんだ。
They did not have a discussion.	彼らが議論をしませんでした
He/She is immaculately dressed.	清潔なものを身につけている
It also improves my ability.	それがまた自分の能力を向上させる
This kind of method is effective.	このような方法が有効だ
Talking is a human ability.	話すことは人間の能力の一つである。
No road is long with good company.	旅は道連れ世は情け。
Promises are made to be broken.	約束は破られるためにある。
Are there special evening rates?	夜間の割引はありますか。
I study for many hours at night.	夜に何時間も勉強します。
The water was dead around us.	僕らの周囲で水はよどんでいた。
I am no more happy than you are.	僕も君と同様楽しくない。
I work best under pressure.	僕は追い込まれると一番仕事をする。
My dog is smaller than yours is.	僕の犬は君のより小さい。
Remember to post the letter.	忘れずにその手紙を投稿しなさい。
Can I change the date of return?	返却日を変更できますか。
Please show me another example.	別の実例を教えてください。
He is in bed with a touch of cold.	風邪ぎみで寝ている。
My father has bought a new car.	父は新しい車を買いました。
A good husband makes a good wife.	夫がよければ妻もよし。
Please be sure to come on time.	必ず時間どおりに来なさい。
She has grown up to be a woman.	彼女も一人前の女になった。
She has to study science.	彼女は理科を勉強しなければなりません。
She turned a page of her book.	彼女は本のページをめくった。
She sent me a long letter.	彼女は僕に長い手紙を送ってよこした。
She is poor, but she is happy.	彼女は貧しいけれど幸福です。
She is a local government officer.	彼女は地方公務員だ。
She seemed to be very surprised.	彼女は大変驚いたらしい。
She must keep early hours.	彼女は早寝早起きしなければならない。
She takes a walk with her dog.	彼女は犬と一緒に散歩します。
She didn't seem interested.	彼女は関心がなさそうな様子だった。
She waited for him for hours.	彼女は何時間もの間彼を待った。
I wonder what's on her mind.	彼女は何を心配しているのだろう。
She likes to listen to music.	彼女は音楽を聞くことが好きだ。
She looks blue for some reason.	彼女はなぜかふさいでいる。
I wonder what has become of her.	彼女はどうなったかしら。
She put the money in the bank.	彼女はその金を銀行に預けた。
She came home in low spirits.	彼女はがっかりして帰ってきた。
She is dressed in her best.	彼女はいちばんの晴れ着を着ている。
I doubt that she loves you.	彼女はあなたを愛していないと思う。
She laid the table for six.	彼女は６人用のテーブルセットした。
She left school two years ago.	彼女は２年前に学校をやめた。
She wrote as many as ten books.	彼女は１０冊も本を書いた。
Her ideas are quite original.	彼女の考えはほんとに独創的だ。
Take a seat over against her.	彼女の向い側の席をとりなさい。
Her face turned red suddenly.	彼女の顔は突然まっかになった。
I was happy to see her again.	彼女に再び会えてうれしかった。
I wonder what happened to her.	彼女に何が起こったんだろう。
She has an eye for the beautiful.	彼女には審美眼がある。
She is lacking in common sense.	彼女には常識が欠けている。
She sent you her best wishes.	彼女からよろしくとのことです。
All we can do is wait for him.	彼を待つよりほか仕方がない。
They didn't keep their promise.	彼らは約束を守らなかった。
They made the road more even.	彼らは道路をもっと平らにした。
They looked really happy.	彼らはほんとうに幸福そうに見えました。
Not all of them are happy.	彼らがみな幸福であるとはかぎらない。
He is said to have a cold.	彼は風邪をひいているということです。
He touched her on the shoulder.	彼は彼女の肩に手を触れた。
He is particularly kind to her.	彼は彼女にとくにやさしい。
He lives just across the road.	彼は道の反対側に住んでいる。
He is better than anyone else.	彼は他の誰より優れています。
He can't tell right from wrong.	彼は善悪の区別が付かない。
