Perfect!	完璧だ！
There were few, if any, trees.	木はたとえあってもほとんどない。
Could I see your driver's license?	免許証を見せてください。
Happy is a man who is contented.	満足している人は幸福である。
I wanted my hair cut short.	僕は髪の毛を短く刈ってもらいたかった。
I want something to drink now.	僕は今、飲むための何かが欲しい。
I don't subscribe to your idea.	僕は君の考えには賛成できない。
There is a Picasso on the wall.	壁にピカソの絵が掛かっている。
There is enough light to read by.	物を読めるだけの明るさだ。
I have finished cleaning my room.	部屋の掃除が終わりました。
That's beautiful, said John.	美しい曲だね。とジョンが言いました。
I don't want to miss my flight.	飛行機に乗り遅れたくないんだ。
Don't let the cat out of the bag.	秘密を漏らしてはいけない。
His room is kept clean by her.	彼女は彼の部屋を清潔にしている。
She enjoyed talking with him.	彼女は彼とのおしゃべりを楽しんだ。
She had her hair cut short.	彼女は髪の毛を短く切ってもらいました。
She carried a baby on her back.	彼女は赤ん坊をおんぶしていた。
She has an eye for the beautiful.	彼女は審美眼を持っている。
She is a lady among ladies.	彼女は淑女の中でも際立った淑女である。
She finished writing a letter.	彼女は手紙を一通書き終えました。
She is senior to me by six years.	彼女は私より６歳年上です。
She handed me a sheet of paper.	彼女は私に１枚の紙を手渡した。
She gave us something to eat.	彼女は私たちに食べるものをくれた。
She's a woman of strong character.	彼女は強い性格の女性だ。
She listened to music for hours.	彼女は何時間も音楽を聞いた。
She speaks English very well.	彼女は英語をとても上手に話します。
She got good grades in English.	彼女は英語でよい成績を取った。
She has a good command of French.	彼女はフランス語が達者だ。
She may not wait any longer.	彼女はこれ以上待てないかもしれない。
She always speaks in a low voice.	彼女はいつも低い声で話す。
She is always kind to everyone.	彼女はいつもだれにも親切です。
She thought of a good solution.	彼女はいい解決策を思いついた。
It would be nice to tell her.	彼女に話すのが親切になるでしょう。
She has no less than seven sons.	彼女には七人もの息子がいる。
She has the air of being a lady.	彼女には貴婦人の風格がある。
She has no fewer than seven sons.	彼女には７人の息子がいる。
She gave me some good advice.	彼女がいいアドバイスをしてくれた。
They go camping every summer.	彼らは毎年夏にキャンプに行きます。
They chose him for their leader.	彼らは彼をリーダーに選んだ。
They are talking in the kitchen.	彼らは台所で話をしています。
They addressed me as doctor.	彼らは私を博士という肩書きで呼んだ。
They kept me waiting for an hour.	彼らは私を１時間待たせた。
There's bad blood between them.	彼らは互いに敵意を抱いている。
They must be waiting for you.	彼らは君を待っているにちがいない。
They live close by the airport.	彼らは空港の近くにすんでいる。
They were given over to drinking.	彼らは飲酒にふけっていた。
They were listening to the radio.	彼らはラジオを聞いていた。
They lived a happy life there.	彼らはそこで幸せな生活を送った。
They came to our aid at once.	彼らはすぐ私達を助けに来てくれた。
Their efforts came to nothing.	彼らの努力は骨折り損に終わった。
Which of them is your brother?	彼らのうちどちらがあなたの弟か。
He gave a good piece of advice.	彼は良い忠告を一つしてくれた。
He was called back from his trip.	彼は旅行から呼び戻された。
He turned to his friends for help.	彼は友達に助けを求めた。
