Duck!	頭を下げろ！
The baby cried herself to sleep.	赤ちゃんは泣きながら眠ってしまった。
The students bowed to their teacher.	生徒達は先生におじぎをした。
I'd like to learn how to arrange flowers.	生け花を習いたい。
I don't suppose it's going to be sunny.	晴れにならないと思う。
Work harder if you are to succeed.	成功するつもりならもっと頑張れ。
Not everybody can be an artist.	人は誰でも芸術家になれるわけではない。
We are all liable to make mistakes.	人はだれでも誤りを犯しやすい。
I don't have anything to declare.	申告するものは何も持っていません。
Newly printed books smell good.	新しく印刷された本はよいにおいがする。
Food decays quickly in hot weather.	食べ物は暑い気候ではすぐ腐る。
One of the boys suddenly ran away.	少年たちの１人が急に逃げ出した。
Could you spare me a few minutes?	少し時間をいただけないでしょうか。
Would you just move along a bit, please?	少しつめてください。
My uncle is not young, but healthy.	叔父さんは若くないが健康です。
I often go yachting on weekends.	週末にはよくヨットに乗りにいきます。
The latter half of the week was fine.	週の後半は天気が良かった。
Is there any room to spare in your car?	車に空きはありますか。
In fact sleep is vital to us.	実際、睡眠は人間にはどうしても欠かせない。
The bicycle is racing to finish.	自転車はゴールに向かって走っている。
They had great fun at my expense.	私をだしにして彼らは大笑いをした。
I made a decision to study abroad.	私は留学することに決心しました。
I advised her to come by 9:00.	私は彼女に９時までに来るように忠告した。
I insist that she was honest.	私は彼女が正直であるべきだと強く要求した。
I can understand him perfectly.	私は彼の言うことが完全に理解できます。
I complained to him face to face.	私は彼に面と向かって文句を言った。
I am interested in mountain climbing.	登山に興味があるんですよ。
I intended to have gone fishing.	私は釣りに行くつもりだったのですが。
I'm pleased with my new underwear.	私は新しい下着が気に入っている。
I attached my signature to the document.	私は書類に署名した。
I'm not in the least afraid of snakes.	私は蛇など全然怖くない。
I held the party at my own expense.	私は自費でパーティーを開いた。
I had my bicycle fixed yesterday.	私は昨日自転車を修理してもらった。
I saw a dog swim across the river.	私は犬が川を泳いで渡るのを見た。
I don't blame you for doing that.	私は君がそうしたことをとがめない。
I intended to have become a teacher.	私は教師になるつもりだった。
I ran out and caught a taxi.	私は外に走って行って、タクシーをつかまえた。
I ran across my uncle at the station.	私は駅で偶然叔父に会った。
I want to go somewhere in Europe.	私はヨーロッパのどこかに行きたい。
I can't deal with her anymore.	私はもうこれ以上彼女にがまんできません。
I have not finished my homework yet.	私はまだ宿題を終えていない。
I don't like to swim in the pool.	私はプールで泳ぐのは好きではない。
I keep my hammer in the toolbox.	私はハンマーを工具箱に入れています。
Wherever I may go, I will get lost.	私はどこへいっても迷子になる。
I remember one poem in particular.	私はとくに一つの詩を覚えている。
I have just finished my homework.	私はちょうど宿題を終えたところだ。
I refuse to discuss the question.	私はその問題について論じたくない。
I can't put up with this smell.	私はこの臭いを我慢することが出来ない。
I bought this bicycle dirt-cheap.	私はこの自転車を法外に安く買った。
I must learn this poem by heart.	私はこの詩を暗記しなければならない。
I regarded your offer as a joke.	私はあなたの申し出を冗談だと思った。
I bought Jimmy a home computer.	私は、ジミーにマイコンをかってやった。
My eyes were intent on the scene.	私の目はその光景に吸い付けられた。
My mother is busy as a bee every day.	私の母は毎日とても忙しい。
My father is busy as a bee every day.	私の父は毎日とても忙しい。
My father's brother is my uncle.	私の父の兄弟は私のおじにあたります。
My flight will depart in an hour.	私の飛行機はあと１時間で出発です。
Will you help me with my homework?	私の宿題を手伝ってくれませんか。
It was that dog that bit my hand.	私の手にかみついたのはあの犬です。
I didn't aim my remarks at you.	私の言葉はあなたに向けたものではない。
My brother wants to study abroad.	私の兄は外国で勉強したがっている。
Please interpret my strange dreams.	私の奇妙な夢を解釈して下さい。
I can't even afford to buy a used car.	私には中古車も買えない。
I have no proof to the contrary.	私にはそうではないという証拠はない。
Each of us has his own hobby.	私たち一人一人が自分の趣味を持っています。
We think him to be very honest.	私たちは彼をとても正直だと思っている。
