Die!	死ね！
He's always short of money.	彼はいつもお金に困っている。
He won't be a good player.	彼はいい選手にならないだろう。
He will leave Japan in April.	彼は４月に日本を離れる。
I don't like the way he speaks.	彼の話し方は嫌いだ。
Don't tell him the answer.	彼に答えを教えてはいけません。
Why don't you call him up?	彼に電話してみたらどうですか。
He is no longer full of activity.	彼に気力がない。
He doesn't have any friends.	彼には友達が一人もいない。
He really gets across me.	彼には本当にいらいらさせられる。
He can't have heard you.	彼には君の声が聞こえたはずがない。
He can say such things.	彼ならそれくらいの事はいいかねない。
Who is younger, he or I?	彼と私とどちらのほうが若いですか。
I am to meet him at ten.	彼と１０時に会うことになってるの。
That he will come is certain.	彼が来ることは確実です。
That he will come is certain.	彼が来ることは確かです。
I know he is watching me.	彼が私を見ているのを知っている。
All that he says is true.	彼が言うことはすべてほんとうだ。
I have heard nothing from him.	彼から何の便りもない。
Do you often hear from him?	彼からよく便りがありますか。
He never turned back again.	二度と彼はふりむかなかった。
Don't say such a thing again.	二度とそんな事を言うな。
No two men are of a mind.	同じ心をもった人は２人といない。
Tokyo is bigger than Yokohama.	東京は横浜より大きい。
No one will speak for you.	誰もあなたを弁護しないだろう。
Now, this is really important.	大切なことなんだから。
I hope you'll get well soon.	早く元気になって下さいね。
I hope you'll have a great year.	素晴らしい一年を。
A whole is made up of parts.	全体は部分からなっている。
Your party is on the line.	先方が電話にお出になりました。
Would you like me to explain it?	説明しましょうか。
I'm not good at meeting people.	人に会うのは苦手だ。
I don't care what people say.	人が何を言おうと平気だ。
I am working on my new book.	新しい本に取り組んでいる。
Do it as soon as possible.	出来るだけ早くそれをしなさい。
The meeting broke up at seven.	集会は７時に解散した。
In fact, I did not know it.	実際私はそれを知らなかった。
Tell us what to do next.	次になにをしたらいいか教えてくれ。
I gave him what books I had.	持っていた本を彼に与えた。
We presented a watch to him.	私達は彼に時計を贈呈した。
We will start when he comes.	私達は彼が来たら出発する。
We get together once a year.	私達は年に一回集まります。
I study English at school.	私達は学校で英語を勉強します。
We are to meet at seven.	私達は７時に会うことになっている。
We have very good business.	私達は、商売が繁盛している。
I like studying history.	私は歴史を勉強することが好きです。
I didn't turn off the light.	私は明かりを消さなかった。
I followed my mother's example.	私は母を手本にした。
I had nothing to do with her.	私は彼女と無関係だった。
I am two years younger than he.	私は彼より2歳若い。
I am to meet him there.	私は彼とそこで会うことになっている。
I heard my name called.	私は自分の名前を呼ばれるのを聞いた。
I heard my name called.	私は自分の名前が呼ばれるのを聞いた。
I found my watch broken.	私は時計が壊れているのに気付いた。
I saw her at the party.	私はパーティーで彼女を見かけました。
I don't like either of them.	私はどちらも正直ではない。
I don't have much money.	私はたいしてお金を持っていません。
I don't believe such a story.	私はそんな話は信じない。
I felt better to hear that.	私はそれを聞いてほっとした。
