Wow!	すごい！
The roses gave off a nice smell.	そのバラはよい香りを発散した。
No student went to the party.	そのパーティーに行った生徒はいない。
I regret eating those oysters.	そのカキを食べた事を後悔している。
The oranges cost 7 pence each.	そのオレンジは１個７ペンスでした。
The aurora was truly remarkable.	そのオーロラは実に見事だった。
The rumor was nothing to him.	そのうわさを彼は何とも感じなかった。
The rumor is true to some extent.	そのうわさはある程度本当だ。
Keep an eye on the naughty kid.	そのいたずら小僧から目を離すな。
Mr Smith teaches me English.	スミス先生は私に英語を教えてくれます。
Mr Smith is a doctor by profession.	スミス氏は職業は医師だ。
Mr Smith is a candidate for mayor.	スミス氏は市長候補である。
Everything went according to plan.	すべて計画どおりに運んだ。
I'm not used to spicy food.	スパイスの効いた料理には慣れていません。
That's an amazing distance, isn't it?	すごい飛距離ですね。
I think my suitcase was stolen.	スーツケースが盗まれたようです。
Polar bears live in the Arctic.	シロクマは北極地方に住んでいる。
Jiro soon arrived at his house.	ジロウはまもなく彼の家に着いた。
John kept his head above water.	ジョンは顔を水の上に出していた。
John is wrestling with Tom.	ジョンはトムと取っ組み合いをやっている。
Jim has a white hat on his head.	ジムは白い帽子をかぶっている。
But, he didn't keep his promise.	しかし彼は約束を守らなかった。
Jane calls a spade a spade.	ジェーンは、白黒をはっきりさせる人です。
Sally is two years senior to Ken.	サリーはケンより２つ上です。
Sam owns a fishmonger's business.	サムは魚屋の店を持っている。
Do you play soccer or rugby?	サッカーをしますか、それともラグビー？
Soccer is an exciting game.	サッカーは胸がわくわくするような競技だ。
Please say hello to your family.	ご家族によろしくお伝え下さい。
The apples will be ripe soon.	これらのりんごはもうすぐ熟すだろう。
Here is the fish my mother baked.	これは私の母が焼いた魚です。
This is the best play imaginable.	これは考えられる最高の劇だ。
I'd like to insure this, please.	これに保険をかけたいのですが。
This flung him into a passion.	これが彼にかんしゃくを起こさせた。
I'd like to play a game of golf.	ゴルフをしたいと思っています。
Never be noisy in this room.	この部屋では決して騒いではいけません。
This box is too bulky to carry.	この箱はかさばりすぎて運べない。
The sushi at this shop tastes good.	この店の寿司はおいしい。
Please send this parcel by sea.	この小包を船便で送ってください。
I want to send this parcel at once.	この小包をすぐ送りたい。
These gloves kept her hands warm.	この手袋が彼女の手を暖める。
This letter is wrongly addressed.	この手紙は宛名が違っている。
This dictionary is handy in size.	この辞書は大きさが手ごろだ。
This child is teething now.	この子は今歯が生えかけているところです。
This magazine circulates widely.	この雑誌は広く行き渡っている。
Where did you find this wallet?	この財布はどこで拾ったのですか。
This park is famous for its roses.	この公園はバラで有名です。
This proverb is worth remembering.	この諺は覚える価値がある。
I'd better rewrite this paper.	この原稿は書き直したほうがいいな。
Is there a mall near here?	この近くにショッピングモールがありますか。
What shall I do with his luggage?	この荷物をどう処理しようか。
This rope is 200 yen a meter.	このロープは１メートル２００円です。
This minibus holds 25 persons.	このマイクロバスは２５人乗りです。
This candy costs eighty cents.	このキャンディーは８０セントです。
This money is for a rainy day.	このお金はもしものときの備えです。
Can I check my baggage here?	ここで手荷物を預かっていただけますか。
Ken inquired about his father.	ケンは彼のお父さんの容態を尋ねた。
The injured man cried for help.	けがした男は大声で助けを求めた。
The glass shattered into pieces.	グラスは粉々に割れてしまった。
Cookie's house is made of wood.	クッキーの家は木で作られている。
Cleanliness is next to godliness.	きれい好きは敬神に次ぐ美徳。
Gasoline is sold by the liter.	ガソリンはリットル単位で売られる。
You had better take an umbrella.	かさを持っていった方がいいよ。
Gambling brought about his ruin.	かけごとのために彼は破産した。
Eric is on our soccer team.	エリックは私たちのサッカーチームにいる。
Edison invented the electric lamp.	エジソンは電燈を発明した。
OK. Let me give you my number.	ええ、じゃあ私の電話番号教えるね。
Our refrigerator is out of order.	うちの冷蔵庫は故障している。
I urinate more often than usual.	いつもより尿の回数が多いです。
You can borrow my car anytime.	いつでも私の車を貸してあげますよ。
One day he helped a weak turtle.	ある日、彼は弱いカメを助けた。
The rumor is true to some extent.	ある程度までその噂は本当だ。
That guy is walking pigeon-toed.	あの男の人内股で歩いているよ。
Uh..., where's the post office?	あの〜郵便局はどちらでしょうか。
You may use my typewriter.	あなたは私のタイプライターを使ってもよい。
Have you ever seen a whale?	あなたは今まで鯨を見たことがありますか。
