I try.	頑張ってみる。
She took the case into court.	彼女はその事件を裁判ざたにした。
She took the case into court.	彼女はそのことを裁判ざたにした。
She has no less than seven sons.	彼女は７人もの息子がいる。
She will be back within a week.	彼女は１週間以内に戻ります。
She is not herself today.	彼女は、きょうは、いつもの彼女ではない。
Will you give me her address?	彼女の住所を教えてくれませんか。
All we can do is to wait for him.	彼を待つより仕方がない。
They are still seeking evidence.	彼らまだ証拠を残している。
They figured there was no hope.	彼らは望みがないと判断した。
They visit us from time to time.	彼らは時々私たちを訪れる。
They made me go there alone.	彼らは私をひとりでそこへ行かせた。
They are not such a bad lot.	彼らはそんなに悪いやつらではない。
He stood at the end of the line.	彼は列の最後に並んでいた。
He came home late in the evening.	彼は夕方遅くに帰宅した。
He is getting better quickly.	彼は目に見えて快方に向っている。
He looked around the waiting room.	彼は待合室を見回した。
He began to study with a will.	彼は身を入れて勉強をし始めた。
He made a lot of easy money.	彼は手を濡らさずに大金をつかんだ。
He is old enough to drive a car.	彼は車が運転できる年齢だ。
He is a hard man to deal with.	彼は交わるにはむずかしい人だ。
He kept me waiting all morning.	彼は午前中ずっと待たされた。
He wants you to stay here.	彼は君にここにいてもらいたがっている。
He is willing to stand by you.	彼は喜んで君を支援してくれる。
He works in the planning section.	彼は企画課で働いている。
He was walking about in the town.	彼は街をあるきまわった。
He was at a loss for a word.	彼は何と言ってよいか途方に暮れた。
He is not a man to tell a lie.	彼は嘘を付くような人ではない。
He worked hard to no purpose.	彼は一生懸命やったが無駄だった。
Has he stayed here before?	彼は以前ここに滞在したことがあるのか。
He's a good boy so I like him.	彼はよい少年なので私は好きだ。
He could not walk any further.	彼はそれ以上全く歩けなかった。
He lives from hand to mouth.	彼はその日暮らしの生活をしている。
He's living from hand to mouth.	彼はその日暮らしをしている。
He may have read the letter.	彼はその手紙を読んだかもしれない。
He is the right man for the job.	彼はその仕事に適切だった。
That occurred to him at once.	彼はすぐにそのことを思い付いた。
He stayed there some time.	彼はかなり長い時間そこに滞在していた。
Did he tell you the truth?	彼はあなたに本当のことを言いましたか。
I asked him to open the window.	彼に窓を開けるように頼んだ。
He has two sons, I believe.	彼には確か二人の息子がいたとおもう。
He doesn't need such treatment.	彼にはそんな扱いは必要ない。
Let's hold fire for a few days.	二三日事実を隠しておこうよ。
I can't face this life alone.	独りきりの人生など耐えられない。
We've got to fight fire with fire!	毒を持って毒を制すだ！
My brother is small but strong.	弟は体が小さいけれど健康だ。
My little brother can read English.	弟は英語が読めます。
The long fight ended in 1920.	長い戦いは１９２０年に終わった。
Who do you think will be chosen?	誰が選ばれると思いますか。
Older people often fear change.	大人はしばしば変化を恐れる。
How long are you going to stay?	滞在期間はどのくらいですか。
Perhaps I'll like this book.	多分私はこの本が気に入るでしょう。
Don't sleep with the windows open.	窓を開けたまま寝るな。
Do you mind if I open the window?	窓をあけてもいいですか。
Both of the windows were broken.	窓は両方ともこわれていた。
See that the window is closed.	窓が閉まっているか確かめとけ。
