Birds fly.	鳥は飛ぶ。
He is anything but a reliable man.	彼は決して信頼できる男ではない。
He is well versed in foreign affairs.	彼は外国事情に通じている。
He resolved to turn over a new leaf.	彼は改心することを決心した。
He limited the membership to twenty.	彼は会員数を２０に制限した。
He has the privileges of membership.	彼は会員の特典を持っている。
He knows a lot about flowers.	彼は花についてたくさんのことを知っている。
He likes sports as well as music.	彼は音楽と同様スポーツも好きです。
He makes everybody feel at ease.	彼はみんなの気分を楽にしてくれます。
He behaved as if he were crazy.	彼はまるで気が狂ったように振る舞った。
He sat smoking on the bench.	彼はベンチでタバコを吸いながらすわっていた。
He was poisoned by the globefish he ate.	彼はフグにあたった。
He whispered something in her ear.	彼はなにか彼女の耳にささやいた。
He has a very surprising fancy.	彼はとても驚くべき想像力を持っている。
He cast a vote for the proposition.	彼はその提案に賛成票を投じた。
He performed the trick with ease.	彼はその手品を難無くやって見せた。
He took a quick look at the magazine.	彼はその雑誌を急いで見た。
The experience gave him the courage.	彼はその経験で勇気がついた。
He took a great fancy to that house.	彼はその家が大好きになった。
He is burning to make a fortune.	彼はしきりと一財産作りたがっている。
He once sailed up the Thames.	彼はかつてテムズ川を船で上ったことがある。
He has money enough and to spare.	彼はお金を有り余るほど持っている。
He is always upset by her words.	彼はいつも彼女の言葉で気分を害する。
He always behaved badly to me.	彼はいつも私に対してひどい仕打ちをした。
Did he propose marriage to you?	彼はあなたに結婚を申し込んだのですか。
I wish you could have seen him pitch.	彼の投球を見せたかったよ。
I undertook responsibility for him.	彼に代わって私が責任を負った。
Do you want me to fix you up with him?	彼との仲をとりもとうか。
Look at the picture which he painted.	彼が描いた絵を見て下さい。
He's in charge of the sales department.	彼が販売部の責任者だ。
I had hoped that he would recover.	彼が回復するように願ったのだが。
She resolved not to pay the fine.	罰金など払うまいと彼女は決心した。
All the eggs in the box were broken.	箱の中の卵はみな割れていた。
Are there any apples in the box?	箱の中にリンゴがいくらかありますか。
Where is the entrance to the museum?	博物館の入り口はどこですか。
Sales fell off in the third quarter.	売り上げが４分の３に落ちた。
I have a fever and I ache all over.	熱があるので身体中が痛みます。
Moderate exercise is good for you.	日常の運動はあなたのためになる。
How about taking in the Nijo Castle?	二条城を見るのはどうだろう。
The ceiling measures ten feet high.	天井は高さが１０フィートある。
There's a big fly on the ceiling.	天井に大きなはえがとまっています。
Some birds are flying high in the sky.	鳥が空を高く飛んでいる。
The sun on the horizon is wonderful.	地平線上の太陽は素晴らしい。
Nobody would listen to me.	誰一人僕の言うことに耳を貸そうとしなかったんだ。
This is what they call a lucky break.	棚からぼた餅とはこのこと。
The king left a large fortune behind.	王様が大きな財産を残した。
I have aches and pains all over my body.	体中がずきずき痛む。
My grandmother can't see very well.	祖母はあまりよく目が見えない。
He hasn't done badly, all in all.	全般的にみてまあまあの出来だった。
The captain controls the whole ship.	船長は船のすべてを統制する。
The captain controls the whole ship.	船長は船のすべてを支配する。
We set up the tent next to the river.	川の近くにテントを張った。
The other day I visited the museum.	先日、私は博物館を訪れました。
We saw a funny movie last Sunday.	先週の日曜日におかしな映画を見た。
Blood poured from the cut vein.	切れた血管から血がどくどくと流れ出た。
Work harder if you are to succeed.	成功するつもりならもっと頑張れ。
A few minutes later the telephone rang.	数分後に電話が鳴った。
Several birds were flying in the air.	数羽の鳥が空を飛んでいた。
Not everybody can be an artist.	人は誰でも芸術家になれるわけではない。
I don't have anything to declare.	申告するものは何も持っていません。
Newly printed books smell good.	新しく印刷された本はよいにおいがする。
