Is he right?	彼は正しいですか。
We all learn by experience.	私達はみな経験から学ぶものです。
We all like him.	私達はみんな彼がすきです。
We are a family of five.	うちは５人家族です。
We are a family of four.	家族は４人です。
We are all one on that point.	その点では皆の意見が一致している。
We are allowed X.	Xが私たちに許されています
We are at home today.	私たちは今日家にいます。
We are both in the same class.	私たちは２人とも同じクラスです。
We are doing business with many countries.	私どもは多くの国と商売をしています。
We are full just now.	ただ今すべて満席です。
We are getting older day by day.	私たちは日毎に年をとっていく。
We are giving a small party this evening.	今晩小さなパーティーをひらくことになっている。
We are good friends now, but we didn't like each other at first.	今は良い友達だが、初めはお互いに好きではなかった。
