I like tea.	私はお茶が好きです。
He laid himself on the bed.	ベッドに身を横たえた。
Some people keep rare animals as pets.	ペットとして珍しい動物を飼っている人もいます。
A boy sleeping in bed seems to be an angel.	ベッドで寝ている赤ん坊は天使のように見える。
I'm surprised that Beth didn't enjoy her time at the farm.	ベスが農場で楽しまなかったとは驚きです。
I don't think I'll make the grade if I try to play professional baseball.	プロ野球に入っても、僕なんか芽が出ないんじゃないかな。
You had better check them at the front desk.	フロントに預けるといいよ。
Can you gift-wrap this, please?	プレゼント用に包んでもらえますか。
Could you gift wrap it?	プレゼント用に包んでください。
Please give us a 20-30 min. time slot for our presentation.	プレゼンテーションのために二三十分時間をください。
The girl in a blue coat is my daughter.	ブルーのコートを着ている女の子は私の娘です。
I think that a new fruit drink will go over big during the summer.	フルーツドリンクは夏の間大成功を収めると思うな。
Blue Sky Sport is closed every Thursday.	ブルースカイスポーツ店は毎週木曜日がお休みです。
Do you remember what day of the week Blue Sky Sports is closed?	ブルースカイスポーツ店は、何曜日が定休日だったかしら。
Call us toll-free at 1-800-446-2581.	フリーダイヤル１―８００―４４６―２５８１にお電話ください。
France borders Italy.	フランスはイタリアと国境を接している。
Japan entered into an alliance with France just before the war.	戦争の直前、日本がフランスと同盟を結びました。
Frank can't have been ill. He was playing tennis all day.	フランクは病気だったはずはないよ、一日中テニスをしていたんだから。
Frank left a message by means of a secret code.	フランクは暗号による伝言を残した。
Blackie makes a lot of noise while he eats.	ブラッキーは食べる時たいへん音をたてます。
Plastic does not burn easily.	プラスチックは燃えにくい。
No other sport in Brazil is so popular as soccer.	ブラジルではサッカーほど人気のあるスポーツはない。
You should have Mr Brown correct your speech before the presentation.	ブラウン先生に発表の前にスピーチを直してもらうべきです。
Brian came to Kate, with his hair wet.	ブライアンは髪を濡らしてケイトの所にやってきた。
Chance led to the discovery of the new island.	ふとしたことでその新しい島の発見となった。
Give me a bottle of wine.	ぶどう酒を一瓶ください。
Wine is not to my taste.	ぶどう酒は私の口に合わない。
The football game might be called off on account of rain.	フットボールの試合は雨のために中止されるかもしれません。
I play center in football and basketball.	フットボールとバスケットボールでセンターをしています。
Sorry to be so direct, but how much did you pay for this?	ぶっちゃけた話、これっていくらぐらいしたの？
President Bush gave an important address on TV and the radio yesterday.	ブッシュ大統領は昨日テレビとラジオで重大な発表を行った。
I have push button phones.	プッシュホンの電話機を持っています。
I usually play tennis.	ふつうテニスをします。
The older of the two daughters is in college.	ふたりの娘のうち、姉のほうは大学に在学中である。
The older of the two daughters is in college.	ふたりの娘のうち、姉のはほうは大学に在籍中である。
The older of the two daughters is in college.	ふたりのうち、姉のほうは大学に在学中である。
Mr Fujimori is famous all over the world.	フジモリさんは世界中で有名です。
The work of Feuerbach is frequently referred to.	フォイエルバッハの作品は頻繁に言及されている。
Do you like baseball, Bin?	ビンは野球が好きですか。
You could have heard a pin drop.	ピンの落ちる音が聞こえるほど静かだった。
